timestamp,open,high,low,close,volume
1751136900000,150.85,151.32,150.8,151.3,12247.277
1751137200000,151.29,151.29,151.01,151.11,4964.213
1751137500000,151.11,151.25,150.97,151.24,6756.514
1751137800000,151.24,151.25,150.92,150.92,4165.26
1751138100000,150.92,151.46,150.92,151.39,7962.717
1751138400000,151.4,151.6,151.2,151.37,11973.79
1751138700000,151.37,151.56,151.27,151.39,18297.012
1751139000000,151.38,151.38,151.12,151.19,5906.886
1751139300000,151.2,151.29,150.92,150.99,4606.438
1751139600000,151.0,151.15,150.97,151.06,4329.596
1751139900000,151.07,151.26,150.93,150.94,5188.985
1751140200000,150.94,151.05,150.85,150.86,2596.481
1751140500000,150.86,150.86,150.66,150.67,5180.942
1751140800000,150.67,150.94,150.66,150.86,7018.326
1751141100000,150.85,150.85,150.6,150.68,2491.122
1751141400000,150.69,150.77,150.35,150.38,6823.361
1751141700000,150.38,150.52,150.18,150.38,6416.627
1751142000000,150.38,150.49,150.24,150.47,2957.742
1751142300000,150.46,150.51,150.36,150.38,2615.795
1751142600000,150.39,150.6,150.34,150.39,2671.734
1751142900000,150.39,150.4,150.23,150.25,4185.106
1751143200000,150.24,150.64,150.24,150.29,6308.213
1751143500000,150.3,150.39,150.12,150.3,4927.576
1751143800000,150.31,150.48,150.3,150.34,2862.007
1751144100000,150.34,150.34,150.06,150.08,5644.54
1751144400000,150.08,150.33,150.04,150.32,4804.694
1751144700000,150.32,150.42,150.25,150.28,4426.729
1751145000000,150.27,150.31,150.17,150.21,2501.274
1751145300000,150.21,150.38,150.17,150.33,4120.882
1751145600000,150.32,150.35,150.25,150.35,1387.787
1751145900000,150.34,150.62,150.32,150.57,4632.728
1751146200000,150.57,150.86,150.44,150.46,8576.628
1751146500000,150.46,150.64,150.45,150.6,2075.934
1751146800000,150.6,150.62,150.5,150.52,2452.579
1751147100000,150.52,150.64,150.31,150.55,7664.056
1751147400000,150.55,151.04,150.55,150.91,6399.699
1751147700000,150.92,151.22,150.77,151.07,7357.33
1751148000000,151.07,151.14,150.88,150.99,6417.194
1751148300000,150.99,151.05,150.78,150.99,3051.584
1751148600000,150.99,151.01,150.76,150.77,2535.391
1751148900000,150.77,150.98,150.77,150.81,1778.593
1751149200000,150.8,151.0,150.78,150.94,2644.125
1751149500000,150.95,151.0,150.84,150.91,3468.856
1751149800000,150.92,150.98,150.83,150.93,2265.421
1751150100000,150.93,151.09,150.86,151.05,3108.884
1751150400000,151.05,151.37,151.02,151.36,4249.641
1751150700000,151.35,151.36,151.01,151.02,3465.491
1751151000000,151.02,151.07,150.73,150.77,2902.721
1751151300000,150.77,150.9,150.77,150.82,2220.281
1751151600000,150.82,151.08,150.82,150.99,5390.381
1751151900000,150.99,151.1,150.85,151.1,4370.607
1751152200000,151.09,151.3,151.0,151.04,3633.62
1751152500000,151.03,151.22,151.01,151.02,3104.999
1751152800000,151.01,151.05,150.86,150.96,1526.192
1751153100000,150.96,150.96,150.74,150.79,1531.009
1751153400000,150.79,150.87,150.68,150.76,4042.57
1751153700000,150.76,150.77,150.61,150.72,2440.667
1751154000000,150.71,150.74,150.61,150.64,1584.558
1751154300000,150.64,150.73,150.56,150.73,1855.483
1751154600000,150.72,150.9,150.6,150.86,4378.67
1751154900000,150.86,150.87,150.7,150.72,2829.488
1751155200000,150.73,150.91,150.57,150.68,6605.417
1751155500000,150.68,150.72,150.44,150.5,3552.216
1751155800000,150.5,150.59,150.33,150.55,5343.736
1751156100000,150.55,150.65,150.27,150.36,4747.6
1751156400000,150.35,150.75,150.35,150.65,4218.852
1751156700000,150.64,151.08,150.61,150.87,11360.7
1751157000000,150.87,151.07,150.74,150.8,6524.788
1751157300000,150.79,150.82,150.43,150.45,3322.871
1751157600000,150.45,150.48,150.3,150.43,6298.142
1751157900000,150.43,150.81,150.43,150.59,8657.605
1751158200000,150.6,150.76,150.52,150.64,7678.656
1751158500000,150.63,150.71,150.51,150.64,5025.058
1751158800000,150.64,150.64,150.43,150.45,4715.778
1751159100000,150.44,150.45,150.3,150.39,8328.663
1751159400000,150.39,150.55,150.38,150.43,4646.979
1751159700000,150.43,150.78,150.42,150.75,5748.731
1751160000000,150.76,150.9,150.68,150.76,15316.603
1751160300000,150.77,150.8,150.61,150.62,4543.058
1751160600000,150.62,150.77,150.45,150.76,6342.653
1751160900000,150.76,150.8,150.66,150.69,5345.735
1751161200000,150.7,150.7,150.38,150.38,5515.589
1751161500000,150.39,150.5,150.35,150.36,3586.292
1751161800000,150.36,150.36,150.21,150.23,5509.502
1751162100000,150.22,150.31,150.22,150.24,7469.797
1751162400000,150.25,150.32,149.79,149.81,12812.727
1751162700000,149.82,149.97,149.68,149.72,15772.253
1751163000000,149.73,149.81,149.59,149.74,8141.785
1751163300000,149.75,149.75,149.47,149.48,14214.779
1751163600000,149.47,149.6,149.47,149.51,5995.344
1751163900000,149.5,149.66,149.5,149.53,4800.568
1751164200000,149.52,149.55,149.42,149.51,8313.688
1751164500000,149.51,149.75,149.51,149.75,5413.232
1751164800000,149.75,150.02,149.74,149.86,13698.017
1751165100000,149.86,149.93,149.75,149.79,5199.522
1751165400000,149.78,149.88,149.69,149.87,5569.172
1751165700000,149.88,149.9,149.69,149.88,17822.898
1751166000000,149.87,149.87,149.68,149.85,4022.433
1751166300000,149.85,150.04,149.84,149.87,3582.349
1751166600000,149.87,149.96,149.85,149.87,2478.704
1751166900000,149.86,150.0,149.84,149.89,2594.253
1751167200000,149.89,150.15,149.87,150.1,4469.552
1751167500000,150.1,150.17,149.98,150.07,4199.104
1751167800000,150.07,150.08,149.9,149.91,3264.366
1751168100000,149.9,149.91,149.76,149.84,4267.243
1751168400000,149.84,149.99,149.72,149.73,3789.996
1751168700000,149.72,149.77,149.6,149.62,3497.666
1751169000000,149.63,149.75,149.5,149.58,5885.023
1751169300000,149.57,149.59,149.46,149.47,11032.575
1751169600000,149.47,149.58,149.36,149.56,3863.301
1751169900000,149.56,149.62,149.49,149.51,2366.133
1751170200000,149.5,149.73,149.37,149.73,3718.081
1751170500000,149.73,149.78,149.63,149.65,3752.332
1751170800000,149.65,149.72,149.54,149.59,3262.719
1751171100000,149.6,149.66,149.57,149.6,4354.846
1751171400000,149.59,149.82,149.59,149.71,2356.251
1751171700000,149.72,149.77,149.67,149.75,2177.357
1751172000000,149.75,149.89,149.68,149.74,3209.231
1751172300000,149.74,149.87,149.73,149.82,3194.778
1751172600000,149.81,149.97,149.81,149.86,2842.293
1751172900000,149.87,149.93,149.77,149.78,2326.437
1751173200000,149.79,149.79,149.55,149.56,5163.437
1751173500000,149.56,149.76,149.41,149.69,6837.315
1751173800000,149.69,149.88,149.68,149.75,3834.894
1751174100000,149.76,149.88,149.67,149.68,2675.691
1751174400000,149.68,149.68,149.44,149.56,2491.528
1751174700000,149.57,149.65,149.52,149.59,4157.47
1751175000000,149.59,149.59,149.46,149.51,3421.036
1751175300000,149.51,149.69,149.5,149.6,4184.389
1751175600000,149.61,149.76,149.61,149.65,3050.375
1751175900000,149.65,149.75,149.63,149.7,3639.531
1751176200000,149.7,149.88,149.68,149.78,2853.054
1751176500000,149.78,149.85,149.66,149.7,2709.559
1751176800000,149.7,149.92,149.68,149.89,3921.557
1751177100000,149.89,150.0,149.87,149.9,4146.066
1751177400000,149.9,150.12,149.87,150.05,6666.844
1751177700000,150.06,150.24,149.98,150.12,5902.817
1751178000000,150.12,150.16,150.04,150.14,6538.621
1751178300000,150.14,150.14,149.97,150.03,4954.27
1751178600000,150.03,150.08,149.98,149.98,2050.835
1751178900000,149.98,149.99,149.88,149.89,2230.091
1751179200000,149.9,149.99,149.88,149.96,3795.477
1751179500000,149.96,149.96,149.6,149.65,5057.458
1751179800000,149.64,149.78,149.59,149.77,4169.266
1751180100000,149.78,149.84,149.72,149.76,3582.055
1751180400000,149.75,149.78,149.56,149.59,3642.505
1751180700000,149.58,149.74,149.58,149.73,2438.274
1751181000000,149.74,149.85,149.71,149.85,2109.921
1751181300000,149.84,149.86,149.73,149.75,1642.408
1751181600000,149.75,149.87,149.74,149.87,1404.401
1751181900000,149.86,150.05,149.86,149.96,2156.837
1751182200000,149.95,150.16,149.9,150.15,3033.337
1751182500000,150.14,150.24,149.96,150.05,4145.037
1751182800000,150.04,150.06,149.89,149.95,1811.207
1751183100000,149.94,149.95,149.71,149.85,1449.212
1751183400000,149.85,150.02,149.84,149.95,2228.021
1751183700000,149.95,150.33,149.95,150.32,6930.482
1751184000000,150.33,150.66,150.26,150.59,5131.968
1751184300000,150.6,150.65,150.22,150.25,10132.188
1751184600000,150.26,150.4,150.18,150.26,3171.495
1751184900000,150.25,150.36,150.0,150.01,2356.684
1751185200000,150.01,150.17,149.93,150.15,4582.771
1751185500000,150.14,150.22,150.05,150.13,2373.072
1751185800000,150.12,150.55,150.0,150.41,5565.683
1751186100000,150.4,150.67,150.4,150.53,6380.307
1751186400000,150.54,150.74,150.53,150.7,4994.199
1751186700000,150.71,150.8,150.61,150.8,4600.649
1751187000000,150.79,151.01,150.73,150.73,9871.496
1751187300000,150.73,150.82,150.62,150.78,4626.224
1751187600000,150.78,150.89,150.51,150.73,5871.167
1751187900000,150.74,150.8,150.52,150.73,4243.621
1751188200000,150.73,151.19,150.72,150.95,8313.309
1751188500000,150.95,151.24,150.9,151.15,9070.652
1751188800000,151.16,151.18,151.05,151.16,3995.471
1751189100000,151.15,151.27,151.1,151.22,3553.672
1751189400000,151.23,152.24,151.17,152.15,35009.194
1751189700000,152.15,152.15,151.7,151.77,12410.179
1751190000000,151.77,151.77,151.5,151.52,5699.529
1751190300000,151.51,151.72,151.5,151.57,6429.555
1751190600000,151.57,151.63,151.34,151.58,4698.266
1751190900000,151.57,151.64,151.07,151.09,8880.697
1751191200000,151.09,151.41,151.05,151.41,4568.148
1751191500000,151.41,151.67,151.22,151.51,10886.147
1751191800000,151.51,151.53,151.28,151.46,7503.788
1751192100000,151.46,151.53,151.14,151.49,7216.913
1751192400000,151.48,151.78,151.47,151.78,7400.616
1751192700000,151.78,151.82,151.38,151.45,5352.289
1751193000000,151.45,151.57,151.27,151.45,5276.417
1751193300000,151.44,151.45,151.16,151.25,4508.344
1751193600000,151.26,151.3,151.15,151.24,4021.34
1751193900000,151.24,151.37,150.87,151.37,10862.649
1751194200000,151.37,151.63,151.33,151.58,6122.516
1751194500000,151.58,151.58,151.4,151.4,4310.709
1751194800000,151.41,151.43,151.23,151.25,4585.217
1751195100000,151.25,151.26,151.0,151.11,6071.126
1751195400000,151.12,151.18,150.93,151.02,5802.649
1751195700000,151.03,151.21,150.95,151.19,3852.683
1751196000000,151.19,151.27,151.1,151.12,5397.223
1751196300000,151.12,151.4,151.1,151.39,5932.805
1751196600000,151.39,151.67,151.36,151.56,4323.599
1751196900000,151.57,151.69,151.53,151.59,4603.099
1751197200000,151.58,151.61,151.46,151.46,3973.631
1751197500000,151.47,151.68,151.43,151.44,5967.765
1751197800000,151.45,151.61,151.32,151.53,5962.302
1751198100000,151.53,151.8,151.45,151.68,11630.438
1751198400000,151.68,151.73,151.33,151.46,7293.842
1751198700000,151.47,151.53,151.02,151.03,7410.087
1751199000000,151.03,151.15,150.91,151.12,7796.314
1751199300000,151.12,151.3,151.09,151.24,3956.166
1751199600000,151.23,151.32,151.13,151.27,3844.399
1751199900000,151.27,151.37,151.17,151.18,3923.291
1751200200000,151.17,151.42,151.15,151.27,5541.969
1751200500000,151.26,151.45,151.24,151.32,4570.23
1751200800000,151.32,151.37,151.11,151.11,4045.299
1751201100000,151.11,151.64,151.11,151.55,6402.968
1751201400000,151.55,151.91,151.53,151.83,8444.795
1751201700000,151.82,151.99,151.81,151.86,6264.847
1751202000000,151.86,152.0,151.7,151.86,6402.192
1751202300000,151.87,151.91,151.52,151.66,5393.863
1751202600000,151.65,151.73,151.57,151.69,2797.099
1751202900000,151.7,151.74,151.48,151.64,2515.979
1751203200000,151.63,151.68,151.49,151.54,3129.989
1751203500000,151.54,151.66,151.51,151.65,2657.025
1751203800000,151.65,151.81,151.14,151.26,19255.933
1751204100000,151.27,151.41,151.16,151.4,5268.036
1751204400000,151.41,151.54,151.37,151.44,3339.715
1751204700000,151.43,151.64,151.36,151.39,4665.661
1751205000000,151.39,151.82,151.39,151.55,7615.177
1751205300000,151.55,151.88,151.51,151.77,10334.654
1751205600000,151.76,151.88,151.65,151.82,6207.737
1751205900000,151.82,152.51,151.79,152.43,29116.241
1751206200000,152.43,152.5,152.18,152.38,6931.42
1751206500000,152.39,152.55,152.32,152.46,8040.91
1751206800000,152.46,152.46,152.13,152.16,4654.972
1751207100000,152.16,152.4,152.11,152.39,4371.62
1751207400000,152.4,152.4,151.8,151.87,11359.717
1751207700000,151.86,151.95,151.42,151.65,15748.486
1751208000000,151.65,151.8,151.52,151.6,8298.521
1751208300000,151.6,151.79,151.17,151.29,21243.349
1751208600000,151.29,151.47,151.2,151.38,10225.962
1751208900000,151.37,151.56,151.22,151.29,8774.694
1751209200000,151.29,151.39,150.99,151.31,13915.081
1751209500000,151.32,151.64,151.07,151.64,9191.487
1751209800000,151.63,151.77,151.57,151.6,3154.523
1751210100000,151.59,151.6,151.05,151.22,8175.79
1751210400000,151.23,151.31,151.01,151.28,4023.921
1751210700000,151.28,151.33,151.05,151.14,4843.551
1751211000000,151.14,151.14,150.91,150.95,5274.841
1751211300000,150.95,151.36,150.95,151.27,5039.681
1751211600000,151.27,151.4,151.11,151.23,4495.426
1751211900000,151.22,151.22,150.72,150.89,7538.05
1751212200000,150.89,150.98,150.73,150.87,3586.402
1751212500000,150.87,150.98,150.75,150.75,6457.125
1751212800000,150.76,150.84,150.57,150.79,10836.87
1751213100000,150.78,150.96,150.41,150.62,12031.739
1751213400000,150.63,150.75,150.51,150.74,3492.79
1751213700000,150.75,150.94,150.7,150.79,4641.548
1751214000000,150.79,150.79,150.49,150.6,5409.026
1751214300000,150.61,150.63,150.18,150.3,12124.525
1751214600000,150.29,150.58,150.08,150.41,9715.38
1751214900000,150.4,150.42,150.11,150.22,5473.925
1751215200000,150.22,150.26,149.95,149.99,10058.79
1751215500000,149.99,150.23,149.72,150.13,14487.913
1751215800000,150.13,150.3,150.05,150.28,5348.995
1751216100000,150.27,150.55,150.21,150.51,5643.166
1751216400000,150.51,150.66,150.4,150.61,6222.595
1751216700000,150.6,150.61,150.36,150.53,4847.927
1751217000000,150.54,150.81,150.54,150.81,4640.014
1751217300000,150.81,150.86,150.47,150.63,8518.147
1751217600000,150.63,150.75,150.59,150.63,4844.639
1751217900000,150.64,150.82,150.64,150.81,4817.894
1751218200000,150.81,150.87,150.67,150.78,4912.583
1751218500000,150.78,150.78,150.36,150.38,6328.045
1751218800000,150.39,150.63,150.38,150.55,4251.804
1751219100000,150.56,150.73,150.55,150.65,4455.85
1751219400000,150.66,151.03,150.6,150.97,7714.155
1751219700000,150.97,151.43,150.92,151.43,7702.391
1751220000000,151.42,151.5,151.2,151.4,5683.184
1751220300000,151.4,151.42,151.17,151.39,5886.835
1751220600000,151.39,151.39,151.24,151.32,3962.811
1751220900000,151.32,151.62,151.3,151.58,5384.88
1751221200000,151.58,151.74,151.44,151.73,4387.486
1751221500000,151.73,151.85,151.64,151.74,4859.824
1751221800000,151.75,151.88,151.68,151.88,3915.816
1751222100000,151.87,151.94,151.72,151.72,6653.205
1751222400000,151.72,151.87,151.57,151.86,4312.669
1751222700000,151.85,152.24,151.85,152.12,10118.547
1751223000000,152.12,152.19,152.02,152.16,5080.432
1751223300000,152.17,152.17,151.84,151.89,5139.511
1751223600000,151.88,151.92,151.46,151.5,13331.354
1751223900000,151.5,151.73,151.47,151.51,4830.736
1751224200000,151.51,151.6,151.46,151.51,2308.123
1751224500000,151.52,151.57,151.41,151.52,2199.365
1751224800000,151.53,151.76,151.46,151.74,5957.042
1751225100000,151.73,151.83,151.57,151.68,3990.542
1751225400000,151.69,151.72,151.56,151.63,3724.354
1751225700000,151.64,151.64,151.29,151.3,3721.373
1751226000000,151.3,151.3,150.95,151.16,8291.024
1751226300000,151.16,151.24,151.11,151.23,3155.633
1751226600000,151.23,151.34,151.14,151.15,4079.973
1751226900000,151.16,151.22,151.03,151.18,2496.459
1751227200000,151.19,151.41,151.16,151.24,4025.02
1751227500000,151.23,151.37,151.16,151.23,2124.747
1751227800000,151.22,151.29,151.11,151.12,2624.869
1751228100000,151.11,151.32,150.97,151.05,6392.884
1751228400000,151.05,151.27,151.05,151.26,2731.873
1751228700000,151.26,151.26,151.11,151.18,1927.897
1751229000000,151.18,151.18,151.08,151.09,1988.093
1751229300000,151.08,151.11,150.96,150.97,3232.272
1751229600000,150.98,151.06,150.95,151.04,3866.026
1751229900000,151.03,151.2,150.96,151.05,4387.39
1751230200000,151.06,151.14,150.96,151.0,3501.723
1751230500000,150.99,151.05,150.83,150.84,3117.81
1751230800000,150.85,151.02,150.35,150.55,10912.994
1751231100000,150.55,151.17,150.54,151.17,4533.782
1751231400000,151.17,151.25,150.88,150.88,4103.499
1751231700000,150.88,151.4,150.86,151.36,4825.927
1751232000000,151.36,151.55,151.33,151.47,3370.076
1751232300000,151.46,151.55,151.33,151.34,2295.579
1751232600000,151.35,151.62,151.34,151.55,2365.376
1751232900000,151.54,151.78,151.53,151.72,4861.713
1751233200000,151.72,151.88,151.63,151.74,4780.224
1751233500000,151.74,152.0,151.71,151.95,5629.544
1751233800000,151.96,151.96,151.43,151.47,5858.668
1751234100000,151.47,151.75,151.46,151.66,12113.049
1751234400000,151.67,152.19,151.6,152.07,10267.485
1751234700000,152.08,152.43,151.89,152.28,6326.724
1751235000000,152.28,152.42,152.02,152.42,7265.164
1751235300000,152.41,153.7,152.31,153.44,55395.278
1751235600000,153.43,154.46,153.41,154.4,72588.181
1751235900000,154.39,154.56,154.0,154.35,32834.923
1751236200000,154.36,154.77,153.46,153.52,36413.603
1751236500000,153.51,154.35,153.36,153.82,19965.978
1751236800000,153.83,154.09,153.6,153.8,25954.738
1751237100000,153.8,154.23,153.55,153.9,89097.122
1751237400000,153.9,153.98,153.12,153.57,50859.376
1751237700000,153.56,153.56,152.78,152.92,34789.633
1751238000000,152.91,153.52,152.91,153.42,19558.773
1751238300000,153.42,153.66,153.07,153.11,15229.437
1751238600000,153.11,153.36,152.8,152.93,9300.624
1751238900000,152.94,153.03,152.52,152.91,13070.714
1751239200000,152.92,153.32,152.89,153.3,5684.683
1751239500000,153.31,153.76,153.28,153.58,13202.372
1751239800000,153.58,153.61,153.15,153.2,7154.561
1751240100000,153.21,153.24,153.0,153.05,4374.053
1751240400000,153.05,153.31,152.75,152.87,19795.829
1751240700000,152.86,153.25,152.84,153.24,13259.021
1751241000000,153.24,153.37,153.07,153.31,20702.359
1751241300000,153.31,153.48,153.3,153.32,8047.812
1751241600000,153.32,153.47,153.26,153.37,25762.609
1751241900000,153.37,153.66,153.35,153.49,14257.999
1751242200000,153.48,153.59,153.26,153.4,11138.287
1751242500000,153.41,153.5,153.26,153.42,5414.883
1751242800000,153.42,154.05,153.26,154.02,18415.078
1751243100000,154.02,154.08,153.41,153.7,12343.317
1751243400000,153.71,153.71,152.52,152.68,57706.835
1751243700000,152.69,153.09,152.52,152.75,17655.964
1751244000000,152.76,153.08,152.76,153.02,5163.157
1751244300000,153.03,153.07,152.49,152.67,45273.825
1751244600000,152.67,152.8,152.5,152.56,11425.881
1751244900000,152.55,152.66,152.47,152.59,6099.789
1751245200000,152.59,152.6,152.23,152.32,8197.647
1751245500000,152.33,152.42,151.88,151.99,14041.634
1751245800000,151.99,152.03,151.77,151.94,10227.858
1751246100000,151.95,152.1,151.6,152.05,8867.189
1751246400000,152.05,152.11,151.79,151.97,3951.208
1751246700000,151.97,152.11,151.97,152.03,4993.57
1751247000000,152.03,152.2,151.86,152.19,4269.302
1751247300000,152.18,152.29,151.89,152.28,7316.504
1751247600000,152.28,152.57,152.26,152.54,5253.021
1751247900000,152.53,152.59,152.27,152.34,5168.466
1751248200000,152.34,152.52,152.14,152.17,2703.131
1751248500000,152.16,152.21,151.99,152.03,16050.836
1751248800000,152.04,152.13,151.93,152.07,9063.534
1751249100000,152.07,152.23,151.98,152.23,3330.041
1751249400000,152.23,152.61,152.13,152.56,11218.063
1751249700000,152.56,152.61,152.32,152.45,3456.776
1751250000000,152.45,152.52,152.26,152.27,1640.827
1751250300000,152.27,152.36,152.16,152.32,5532.005
1751250600000,152.33,152.49,152.32,152.46,3667.301
1751250900000,152.45,152.54,152.4,152.48,3680.904
1751251200000,152.48,152.64,152.38,152.6,9003.667
1751251500000,152.59,152.61,152.34,152.41,3183.284
1751251800000,152.4,152.45,152.19,152.25,4689.695
1751252100000,152.24,152.25,152.0,152.01,10462.746
1751252400000,152.01,152.18,151.89,152.16,4285.845
1751252700000,152.17,152.17,151.97,152.04,5625.833
1751253000000,152.03,152.09,152.02,152.02,1897.34
1751253300000,152.03,152.03,151.56,151.82,6475.68
1751253600000,151.81,151.87,151.79,151.8,2798.735
1751253900000,151.8,151.81,151.26,151.49,13436.064
1751254200000,151.49,151.77,151.47,151.77,3611.971
1751254500000,151.77,151.86,151.73,151.81,2969.123
1751254800000,151.8,152.0,151.8,151.97,3163.605
1751255100000,151.96,151.97,151.64,151.75,4800.478
1751255400000,151.75,152.01,151.68,151.86,9379.168
1751255700000,151.86,151.86,151.76,151.77,2359.605
1751256000000,151.77,151.99,151.71,151.88,4879.14
1751256300000,151.87,151.97,151.87,151.95,2146.639
1751256600000,151.94,152.02,151.84,151.96,3978.897
1751256900000,151.96,151.96,151.74,151.78,3305.93
1751257200000,151.78,151.8,151.64,151.69,3801.994
1751257500000,151.69,151.69,151.5,151.52,4095.494
1751257800000,151.52,151.63,151.48,151.61,5585.57
1751258100000,151.62,151.66,151.59,151.63,2136.551
1751258400000,151.63,151.63,151.11,151.25,13305.295
1751258700000,151.25,151.43,151.2,151.37,4698.409
1751259000000,151.38,151.41,151.27,151.35,2577.338
1751259300000,151.34,151.34,150.96,151.1,8578.284
1751259600000,151.1,151.29,150.89,151.25,8004.972
1751259900000,151.25,151.31,151.11,151.17,1896.048
1751260200000,151.17,151.23,150.96,151.08,7943.495
1751260500000,151.08,151.1,150.88,150.88,4924.013
1751260800000,150.89,150.92,150.74,150.78,3126.796
1751261100000,150.79,150.86,150.66,150.68,4602.91
1751261400000,150.69,150.75,150.64,150.67,3484.297
1751261700000,150.67,151.09,150.52,151.05,8943.302
1751262000000,151.05,151.21,151.03,151.19,3150.253
1751262300000,151.19,151.28,151.15,151.18,3252.677
1751262600000,151.17,151.17,150.82,151.1,13166.533
